date,code,name,trend,stage,close,ma20,ma30,dif,volume_lots,avg20_volume_lots,volume_ratio,turnover,three_above30_date,pullback_date,key_date,key_high,key_low,fundamental_reason
2026-09-11,1340,勝悅-KY,轉強,等待突破關鍵K,5.22,5.2,5.17,0.0036,69.0,115.0,0.6,359700.0,2026-08-27,2026-09-11,2026-09-11,5.25,5.16,月營收YoY 114.24%；累計營收YoY 44.30%
2026-09-11,1456,怡華,轉強,等待突破關鍵K,14.35,13.93,13.95,0.1034,444.0,153.0,2.91,6299674.0,2026-09-02,2026-09-11,2026-09-11,14.8,13.55,月營收YoY 6526.08%；累計營收YoY 344.84%
2026-09-11,1457,宜進,轉強,等待突破關鍵K,14.5,14.42,14.36,0.0238,56.0,81.0,0.69,805883.0,2026-08-21,2026-09-11,2026-09-11,14.5,14.25,月營收YoY 8.19%；累計營收YoY -10.60%
2026-09-11,1591,駿吉-KY,轉強,等待突破關鍵K,37.5,36.19,36.24,0.3171,272.0,253.0,1.07,10157534.0,2026-09-10,2026-09-11,2026-09-11,37.95,35.9,月營收YoY 927.89%；累計營收YoY 337.08%
2026-09-11,1776,展宇,轉強,等待突破關鍵K,17.6,17.14,17.07,0.1294,53.0,44.0,1.21,927016.0,2026-08-31,2026-09-11,2026-09-11,17.6,17.2,月營收YoY 0.27%；累計營收YoY 1.92%
2026-09-11,2453,凌群,轉強,等待突破關鍵K,52.7,52.02,52.2,0.0705,379.0,166.0,2.29,20051089.0,2026-08-26,2026-09-11,2026-09-11,53.2,52.1,月營收YoY 10.05%；累計營收YoY 6.62%
2026-09-11,2506,太設,轉強,等待突破關鍵K,8.7,8.59,8.59,0.0293,187.0,135.0,1.39,1606932.0,2026-09-11,2026-09-11,2026-09-11,8.71,8.52,月營收YoY 34.73%；累計營收YoY 21.98%
2026-09-11,2812,台中銀,轉強,等待突破關鍵K,19.5,19.1,19.02,0.0714,29132.0,15100.0,1.93,561494114.0,2026-09-04,2026-09-11,2026-09-11,19.55,19.05,月營收YoY 1.76%；累計營收YoY 16.74%
2026-09-11,3158,嘉實,轉強,等待突破關鍵K,84.6,83.39,83.29,0.2571,12.0,6.0,1.98,1009600.0,2026-08-28,2026-09-11,2026-09-11,84.6,84.0,月營收YoY 39.40%；累計營收YoY 21.50%
2026-09-11,4105,東洋,轉強,等待突破關鍵K,77.5,77.48,77.19,-0.0378,576.0,447.0,1.29,44366474.0,2026-08-21,2026-09-11,2026-09-11,77.5,76.6,月營收YoY 14.86%；累計營收YoY 8.28%
2026-09-11,4572,駐龍,轉強,等待突破關鍵K,142.5,141.18,140.93,0.1358,26.0,17.0,1.51,3697375.0,2026-09-02,2026-09-11,2026-09-11,145.5,140.5,月營收YoY 48.85%；累計營收YoY 12.69%
2026-09-11,4967,十銓,轉強,等待突破關鍵K,280.5,273.23,272.55,2.2561,3105.0,4692.0,0.66,858958368.0,2026-08-21,2026-09-11,2026-09-11,283.5,270.5,月營收YoY 275.06%；累計營收YoY 87.02%
2026-09-11,5324,士開,轉強,等待突破關鍵K,12.3,12.28,12.27,0.0024,114.0,235.0,0.48,1394317.0,2026-08-21,2026-09-11,2026-09-11,12.3,12.15,月營收YoY -3.31%；累計營收YoY 4.02%
2026-09-11,5355,佳總,轉強,等待突破關鍵K,5.89,5.87,5.84,-0.0067,41.0,87.0,0.47,236060.0,2026-08-27,2026-09-11,2026-09-11,5.89,5.71,月營收YoY 103.35%；累計營收YoY 36.10%
2026-09-11,5547,久舜,轉強,等待突破關鍵K,19.95,19.84,19.82,0.0314,42.0,23.0,1.82,845528.0,2026-09-10,2026-09-11,2026-09-11,20.0,19.75,月營收YoY 89.50%；累計營收YoY 20.86%
2026-09-11,5609,中菲行,轉強,等待突破關鍵K,78.8,78.28,78.34,0.1425,146.0,146.0,1.0,11511664.0,2026-08-25,2026-09-11,2026-09-11,79.4,78.7,月營收YoY 39.05%；累計營收YoY 20.94%
2026-09-11,6581,鋼聯,轉強,等待突破關鍵K,111.5,109.1,108.77,0.8222,21.0,21.0,1.0,2278582.0,2026-08-24,2026-09-11,2026-09-11,111.5,109.0,月營收YoY 88.18%；累計營收YoY 15.44%
